Id;movie_title;title_year;color;duration;genres;movie_facebook_likes;director_name;director_facebook_likes;num_critic_for_reviews;num_user_for_reviews;actor_1_name;actor_2_name;actor_3_name;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;gross;num_voted_users;cast_total_facebook_likes;plot_keywords;language;country;content_rating;budget;aspect_ratio;imdb_score;tomato_score;tomato_audience_score;label
2730;Jennifer Eight;1992;Color;124;Crime|Drama|Mystery;;;;;;;;;;;;11390479;;;;English;;;20000000;;5,8;86%;13%;0
2731;Quantum of Solace;2008;Color;106;Action|Adventure;0;Marc Forster;395;403;1243;Giancarlo Giannini;Mathieu Amalric;Rory Kinnear;451;412;393;168368427;330784;2023;action hero|attempted rape|bond girl|official james bond series|revenge;English;UK;PG-13;200000000;2.35;6,7;56%;65%;0
2732;Going the Distance;2010;Color;102;Comedy|Romance;0;Nanette Burstein;8;167;113;Rob Riggle;Kelli Garner;Jim Gaffigan;839;730;472;17797316;50523;2961;bar|job|long distance relationship|male pubic hair|pubic hair;English;USA;R;32000000;2.35;6,3;23%;26%;0
2733;Grandma;2015;Color;78;Comedy|Drama;;;;;;;;;;;;7087452;;;;English;;;600000;;6,1;83%;17%;0
2734;September Dawn;2007;Color;111;Drama|History|Romance|Western;411;Christopher Cain;58;43;111;Jon Gries;Taylor Handley;Trent Ford;482;362;258;1066555;2618;1526;massacre|mormon|settler|utah|wagon train;;USA;R;11000000;1.85;5,8;73%;27%;0
2735;Panic;2000;Color;88;Comedy|Crime|Drama;;;;;;;;;;;;779137;;;;English;;;1000000;;6,8;7%;71%;0
2736;Freakonomics;2010;Color;93;Documentary;0;Heidi Ewing;4;73;23;Greg Crowe;James Ransone;Tempestt Bledsoe;875;412;394;100675;5695;2305;cheating|economics|experiment|human nature|sumo wrestling;English;USA;PG-13;3000000;;6,4;97%;82%;0
2737;Lions for Lambs;2007;Color;92;Drama|Thriller|War;0;Robert Redford;0;227;298;Meryl Streep;Tom Cruise;Andrew Garfield;11000;10000;10000;14998070;41170;32875;afghanistan|professor|reporter|student|university;English;USA;R;35000000;2.35;6,2;25%;38%;0
2738;Control;2007; Black and White;122;Biography|Drama|Music;13000;Anton Corbijn;210;183;143;Sam Riley;Samantha Morton;Alexandra Maria Lara;845;631;471;871577;51353;2614;band|employment agency|singer|stage fright|suicide;English;UK;R;4500000;2.35;7,7;62%;14%;0
2739;Madea's Witness Protection;2012;Color;114;Comedy|Crime|Drama;0;Tyler Perry;0;31;50;John Amos;Tom Arnold;Romeo Miller;982;618;582;65623128;7354;2753;critically bashed|culture shock|interracial relationship|madea series|ponzi scheme;English;USA;PG-13;20000000;1.85;4,8;70%;9%;0
2740;Made of Honor;2008;Color;101;Comedy|Romance;3000;Paul Weiland;10;128;101;Busy Philipps;Beau Garrett;Kevin Sussman;1000;689;681;46012734;54421;4298;friend|love|maid|maid of honor|marriage;English;USA;PG-13;40000000;2.35;5,8;95%;84%;0
2741;Deuces Wild;2002;Color;96;Action|Crime|Drama;398;Scott Kalvert;9;38;92;Norman Reedus;James Franco;Frankie Muniz;12000;11000;934;6044618;6200;26961;1950s|drug overdose|gang|gang war|new york city;English;USA;R;10000000;2.35;5,6;63%;1%;0
2742;American Wedding;2003;Color;74;Comedy|Romance;0;Jesse Dylan;58;153;332;Alyson Hannigan;Thomas Ian Nicholas;Fred Willard;3000;864;729;104354205;162331;5713;bachelor party|blow job|breasts|friend|wedding;English;USA;R;55000000;2.35;6,3;52%;74%;0
2743;Treasure Planet;2002;Color;95;Adventure|Animation|Family|Sci-Fi;0;Ron Clements;63;127;217;Joseph Gordon-Levitt;Martin Short;Michael Wincott;23000;770;720;38120554;71527;26940;alien|cyborg|pirate|planet|treasure;English;USA;PG;140000000;1.5;7,1;37%;12%;0
2744;The Natural;1984;Color;137;Drama;;;;;;;;;;;;47951979;;;;English;;;28000000;;7;61%;33%;1
2745;Central Intelligence;2016;Color;107;Action|Comedy|Crime;10000;Rawson Marshall Thurber;43;177;110;Dwayne Johnson;Thomas Kretschmann;Megan Park;12000;919;569;126088877;33354;14569;accountant|blooper|espionage|facebook|high school reunion;English;USA;PG-13;50000000;2.35;6,6;67%;63%;1
2746;Wholly Moses;1980;Color;103;Comedy;;;;;;;;;;;;14155617;;;;English;;;0;;4,9;62%;25%;0
2747;Solace;2015;Color;101;Crime|Drama|Mystery;;;;;;;;;;;;22586863;;;;English;;;0;;6,2;90%;88%;0
2748;Earth to Echo;2014;Color;91;Adventure|Family|Sci-Fi;0;Dave Green;13;112;149;Teo Halm;Ella Wahlestedt;Jason Gray-Stanford;803;587;140;38916903;15664;1921;alien|bar|construction worker|no opening credits|no title at beginning;English;USA;PG;13000000;1.85;5,8;85%;51%;0
2749;Daddy Day Care;2003;Color;92;Comedy|Family;886;Steve Carr;41;81;116;Anjelica Huston;Lisa Edelstein;Jeff Garlin;1000;955;522;104148781;49486;4050;bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers;English;USA;PG;60000000;1.85;5,5;11%;19%;0
2750;The Big Short;2015;Color;130;Biography|Comedy|Drama|History;99000;Adam McKay;285;426;374;Ryan Gosling;Christian Bale;Charlie Talbert;33000;23000;767;70235322;182983;57308;bank|banking|finance|fraud|mortgage;English;USA;R;28000000;2.35;7,8;57%;76%;1
2751;The War of the Worlds;1953;Color;85;Horror|Science Fiction|Thriller;;;;;;;;;;;;2000000;;;;English;;;2000000;;6,8;10%;1%;0
2752;The Postman;1997;Color;177;Action|Adventure|Drama|Sci-Fi;0;Kevin Costner;0;79;376;Olivia Williams;Brian Anthony Wilson;Larenz Tate;766;674;582;17593391;56403;4346;drifter|escape|hope|postman|usa;English;USA;R;80000000;2.35;6;64%;100%;0
2753;Unfriended;2014;Color;83;Horror|Mystery|Thriller;13000;Levan Gabriadze;6;270;309;Shelley Hennig;Renee Olstead;Heather Sossaman;707;305;142;31537320;44329;1565;blender|computer screen|secret|skype|webcam;English;USA;R;1000000;1.85;5,7;85%;67%;0
2754;The River Wild;1994;Color;111;Action|Adventure|Crime|Thriller;0;Curtis Hanson;161;42;69;Meryl Streep;Glenn Morshower;William Lucking;11000;894;132;46815748;32544;12161;criminal|rafting|river|robber|white water rafting;English;USA;PG-13;45000000;2.35;6,3;82%;70%;0
2755;Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.;1999;Color;91;Documentary;;;;;;;;;;;;507941;;;;English;;;0;;6,3;22%;81%;0
2756;Paid in Full;2002;Color;93;Action|Crime|Drama;;;;;;;;;;;;3090862;;;;English;;;0;;6,4;2%;66%;0
2757;Licence to Kill;1989;Color;133;Action|Adventure|Thriller;0;John Glen;46;117;317;Robert Davi;Talisa Soto;Anthony Zerbe;683;349;275;34667015;74009;2371;drug cartel|drug lord|james bond 007|personal vendetta|vengeance;English;UK;PG-13;32000000;2.35;6,6;4%;88%;0
2758;Semi-Pro;2008;Color;99;Comedy|Sport;0;Kent Alterman;3;164;119;Will Ferrell;Maura Tierney;Matt Walsh;8000;509;490;33472850;67005;10026;flint michigan|merger|michigan|nba|team;English;USA;R;55000000;2.35;5,8;85%;79%;0
2759;Hidalgo;2004;Color;136;Action|Adventure|Western;0;Joe Johnston;394;140;345;J.K. Simmons;Viggo Mortensen;Peter Mensah;24000;10000;1000;67286731;67856;36925;arab|cowboy|horse|race|sheik;English;USA;PG-13;100000000;2.35;6,7;51%;24%;0
2760;Ender's Game;2013;Color;114;Action|Sci-Fi;123000;Gavin Hood;151;326;554;Harrison Ford;Moises Arias;Aramis Knight;11000;635;430;61656849;184561;12908;alien|future|manipulation|simulation|training;English;USA;PG-13;110000000;2.35;6,7;33%;69%;0
2761;Maze Runner: The Scorch Trials;2015;Color;132;Action;;;;;;;;;;;;311256926;;;;English;;;61000000;;6,5;0%;42%;1
2762;Leap Year;2010;Color;100;Comedy|Romance;13000;Anand Tucker;14;134;181;Adam Scott;Kaitlin Olson;Dominique McElligott;3000;547;356;12561;71276;4094;ireland|irish|journey|tradition|travel;English;USA;PG;19000000;2.35;6,4;21%;62%;0
2763;Stormbreaker;2006;Color;93;Adventure|Action|Family;;;;;;;;;;;;23937870;;;;English;;;40000000;;5,1;54%;4%;0
2764;The Others;2001;Color;101;Fantasy|Horror|Thriller;20000;Alejandro Amen†bar;448;239;1109;Fionnula Flanagan;Elaine Cassidy;Eric Sykes;482;203;83;96471845;268581;956;curtain|haunting|mansion|mute|xeroderma pigmentosum;English;USA;PG-13;17000000;1.85;7,6;1%;10%;1
2765;Alvin and the Chipmunks: The Squeakquel;2009;Color;88;Animation|Comedy|Family|Fantasy|Music;2000;Betty Thomas;84;107;98;Amy Poehler;Bridgit Mendler;Jesse McCartney;1000;1000;1000;219613391;31649;5227;adidas|chipmunk|hospital|school|waste container;English;USA;PG;75000000;1.85;4,5;15%;13%;0
2766;Manhunter;1986;Color;119;Crime|Horror|Thriller;;;;;;;;;;;;8620929;;;;English;;;15000000;;6,8;49%;70%;0
2767;Look Who's Talking;1989;Color;93;Comedy|Romance;;;;;;;;;;;;296000000;;;;English;;;7500000;;5,8;9%;60%;0
2768;Journey to the Center of the Earth;2008;Color;93;Action|Adventure|Family|Fantasy|Sci-Fi;0;Eric Brevig;40;201;212;Josh Hutcherson;Brendan Fraser;Anita Briem;14000;3000;311;101702060;85323;17925;cave|lost world|missing brother|mountain|venus flytrap;English;USA;PG;45000000;1.85;5,8;22%;62%;0
2769;Gerry;2002;Color;103;Adventure|Drama|Mystery;0;Gus Van Sant;835;103;290;Matt Damon;Casey Affleck;;13000;0;;236266;15104;13000;desert|friend|friendship|minimal dialogue|water;English;USA;R;3500000;2.35;6,2;73%;1%;0
2770;Forgetting Sarah Marshall;2008;Color;118;Comedy|Drama|Romance;0;Nicholas Stoller;89;253;325;Mila Kunis;Jack McBrayer;Maria Thayer;15000;975;344;62877175;217507;16758;breakup|hawaii|hotel|male full frontal nudity|resort;English;USA;R;30000000;1.85;7,2;33%;85%;1
2771;Soul Survivors;2001;Color;84;Drama|Horror|Mystery|Thriller;231;Stephen Carpenter;12;64;181;Melissa Sagemiller;Angela Featherstone;Candace Kroslak;159;102;102;3100650;7277;417;car accident|college|ghost|girl in panties|white panties;English;USA;PG-13;14000000;1.85;3,9;30%;52%;0
2772;New York, New York;1977;Color;136;Drama|Music|Musical|Romance;932;Martin Scorsese;17000;59;75;Robert De Niro;Liza Minnelli;Mary Kay Place;22000;740;213;;13548;23378;love|musician|saxophonist|singer|songwriter;English;USA;PG;14000000;1.66;6,7;40%;66%;0
2773;Dirty Work;1998;Color;82;Comedy;679;Bob Saget;799;32;117;Don Rickles;Jack Warden;Traylor Howard;721;359;294;9975684;20033;1805;cult film|gambling debt|job|off screen murder|revenge;English;Canada;PG-13;13000000;1.85;6,4;14%;53%;0
2774;Tangled;2010;Color;100;Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance;29000;Nathan Greno;15;324;387;Brad Garrett;Donna Murphy;M.C. Gainey;799;553;284;200807262;294810;2036;17th century|based on fairy tale|disney|flower|tower;English;USA;PG;260000000;1.85;7,8;58%;40%;0
2775;Creed;2015;Color;133;Drama|Sport;70000;Ryan Coogler;0;437;362;Sylvester Stallone;Phylicia Rashad;Graham McTavish;13000;597;531;109712885;146708;15106;boxing|boxing match|fight|montage|philadelphia;English;USA;PG-13;35000000;2.35;7,7;80%;43%;1
2776;50/50;2011;Color;100;Comedy|Drama|Romance;40000;Jonathan Levine;129;327;378;Joseph Gordon-Levitt;Anna Kendrick;Bryce Dallas Howard;23000;10000;3000;34963967;270441;39807;best friend|cancer|survival rate|therapist|vomiting;English;USA;R;8000000;1.85;7,7;6%;96%;1
2777;The Shipping News;2001;Color;111;Drama;0;Lasse Hallstr¢m;529;119;208;Kevin Spacey;Scott Glenn;Jason Behr;18000;826;505;11405825;28542;19805;employee employer relationship|husband wife relationship|newspaper|ship|wake;English;USA;R;35000000;2.35;6,8;21%;91%;0
2778;Nightcrawler;2014;Color;117;Crime|Drama|Thriller;65000;Dan Gilroy;66;534;552;Jake Gyllenhaal;Michael Papajohn;James Huang;15000;241;85;32279955;293304;15554;employer employee relationship|ethics|journalism|sociopath|tv news;English;USA;R;8500000;2.35;7,9;25%;7%;1
2779;Jackass 3D;2010;Color;101;Action|Comedy|Documentary;0;Jeff Tremaine;79;156;81;Bam Margera;Steve-O;Chris Pontius;608;362;218;117224271;47794;1787;full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform;English;USA;R;20000000;1.78;7,1;24%;58%;1
2780;Desperado;1995;Color;104;Action|Crime|Thriller;0;Robert Rodriguez;0;93;202;Quentin Tarantino;Steve Buscemi;Salma Hayek;16000;12000;4000;25625110;138707;33758;crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many;English;USA;R;7000000;1.85;7,2;13%;4%;1
2781;Dreamgirls;2006;Color;130;Drama|Music|Musical;0;Bill Condon;386;241;503;Loretta Devine;Jennifer Hudson;Anika Noni Rose;912;549;525;103338338;55901;2856;1960s|fire|pop chart|singer|trio;English;USA;PG-13;70000000;2.35;6,5;32%;97%;1
2782;Vampire Killers;2009;Color;88;Action|Comedy|Fantasy|Horror;0;Phil Claydon;6;107;91;MyAnna Buring;James Corden;Silvia Colloca;513;480;161;;17296;1593;blood|breasts|female nudity|lesbian|vampire;English;UK;R;;2.35;5,2;72%;4%;0
2783;Dolphins and Whales 3D: Tribes of the Ocean;2008;Color;42;Adventure|Documentary|Short;28;Jean-Jacques Mantello;0;9;5;Charlotte Rampling;Daryl Hannah;;844;0;;7518876;172;844;3d in title|animal in title|digit in title|dolphin|manatee;English;UK;;6000000;1.78;6,5;20%;64%;0
2784;Jesus People;2007;Color;35;Comedy|Short;0;Jason Naumann;2;;;Victoria Jackson;Kate Flannery;Tim Bagley;338;219;152;;31;968;mockumentary|single camera|subtle comedy;English;USA;;;;6,9;84%;7%;0
2785;Black Water Transit;2009;Color;;Crime|Drama;26;Tony Kaye;194;;;Bill Cobbs;Aisha Tyler;Beverly D'Angelo;970;856;816;;219;3874;based on novel;English;USA;;23000000;;7,2;100%;8%;0
2786;The Vatican Tapes;2015;Color;91;Horror|Thriller;0;Mark Neveldine;83;93;53;Djimon Hounsou;Alison Lohman;Dougray Scott;3000;1000;794;1712111;7199;7875;evil|injury|possession|priest|vatican;English;USA;PG-13;8495000;1.85;4,5;8%;37%;0
2787;Empire            ;;Color;42;Drama|Music;14000;;;22;92;Ta'Rhonda Jones;Gabourey Sidibe;Malik Yoba;912;906;496;;27418;4337;music business|new york city|record executive|record label|singer;English;USA;TV-14;;16.0;7,8;20%;23%;0
2788;Cell 211;2009;Color;110;Action|Thriller|Drama;;;;;;;;;;;;19300483;;;;Spanish;;;5700000;;7,3;27%;7%;0
2789;In a World...;2013;Color;93;Comedy;;;;;;;;;;;;2963902;;;;English;;;1000000;;6,4;54%;67%;0
2790;My Science Project;1985;Color;94;Comedy|Family|Fantasy;;;;;;;;;;;;4122748;;;;English;;;0;;6,1;39%;33%;0
2791;Topsy-Turvy;1999;Color;154;Biography|Comedy|Drama|History|Music|Musical;608;Mike Leigh;608;103;202;Jim Broadbent;Dexter Fletcher;Lesley Manville;1000;452;149;6201757;10037;1690;19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese;English;UK;R;10000000;1.66;7,4;45%;21%;0
2792;The Chorus;2004;Color;97;Drama|Music;0;Christophe Barratier;25;112;110;Jean-Baptiste Maunier;Fran«ıois Berl«∏and;G«∏rard Jugnot;517;86;57;3629758;44151;745;boarding school|boy|choir|school|teacher;French;France;PG-13;5500000;2.35;7,9;42%;32%;0
2793;Baggage Claim;2013;Color;96;Comedy;0;David E. Talbert;68;52;41;Djimon Hounsou;Christina Milian;Boris Kodjoe;3000;1000;1000;21564616;7098;8097;woman wearing only a man's shirt;English;USA;PG-13;8500000;1.85;5;7%;25%;0
2794;Dumb and Dumber To;2014;Color;109;Comedy;55000;Bobby Farrelly;101;218;285;Bill Murray;Kathleen Turner;Rob Riggle;13000;899;839;86208010;97045;16179;adoption|highway travel|road trip|sequel|stupidity;English;USA;PG-13;35000000;1.85;5,7;99%;41%;0
2795;Brothers;2009;Color;105;Drama|Thriller;10000;Jim Sheridan;260;217;201;Natalie Portman;Jake Gyllenhaal;Ethan Suplee;20000;15000;1000;28501651;88037;39473;afghanistan|death of soldier|presumed dead|prisoner|war trauma;English;USA;R;26000000;2.35;7,1;34%;47%;0
2796;The 6th Day;2000;Color;123;Action|Mystery|Sci-Fi|Thriller;0;Roger Spottiswoode;55;170;289;Robert Duvall;Michael Rapaport;Tony Goldwyn;3000;975;956;34543701;100001;5839;clone|cloning|future|laser gun|murder;English;USA;PG-13;82000000;2.35;5,9;21%;19%;0
2797;Django Unchained;2012;Color;165;Drama|Western;199000;Quentin Tarantino;16000;765;1193;Leonardo DiCaprio;Christoph Waltz;Ato Essandoh;29000;11000;265;162804648;955174;40978;dynamite|historically inaccurate|ku klux klan|n word|slavery;English;USA;R;100000000;2.35;8,5;15%;1%;1
2798;Cleopatra;1963;Color;251;Biography|Drama|History|Romance;0;Joseph L. Mankiewicz;311;72;192;Martin Landau;Richard Burton;Roddy McDowall;940;726;595;57750000;21554;2957;cleopatra|egypt|epic|queen|roman empire;English;UK;Approved;31115000;2.2;7;90%;96%;0
2799;Hollywood Shuffle;1987;Color;81;Comedy;471;Robert Townsend;467;21;32;Robert Townsend;Keenen Ivory Wayans;Helen Martin;467;322;287;5228617;2770;1431;actor|african american|dream|two word title|written and directed by cast member;English;USA;R;100000;1.85;7;24%;65%;0
2800;Magnum Force;1973;Color;124;Action|Crime|Thriller;;;;;;;;;;;;39768000;;;;English;;;0;;7,1;12%;64%;0
2801;The Loved Ones;2009;Color;84;Horror|Thriller;0;Sean Byrne;18;182;104;Robin McLeavy;Jessica McNamee;Victoria Thaine;399;129;35;;27781;644;escape|high school|high school prom|prom|prom king;English;Australia;R;;2.35;6,7;38%;6%;0
2802;Mighty Aphrodite;1995;Color;95;Comedy|Romance;;;;;;;;;;;;6700000;;;;English;;;15000000;;6,7;31%;15%;0
2803;Enemies: A Love Story;1989;Color;119;Comedy|Drama|Romance;;;;;;;;;;;;7754571;;;;English;;;0;;5,7;64%;34%;0
2804;The Iceman;2012;Color;106;Biography|Crime|Drama;20000;Ariel Vromen;34;221;144;Chris Evans;James Franco;Robert Davi;11000;11000;683;1939441;55567;23187;based on true story|contract killer|crime family|murder of a girl|serial murderer;English;USA;R;10000000;1.85;6,9;11%;90%;0
2805;The Big Bounce;2004;Color;88;Comedy|Crime;288;George Armitage;5;75;93;Morgan Freeman;Andrew Wilson;Willie Nelson;11000;387;338;6471394;15880;11972;breasts|consensual sex|female nudity|judge|surfer;English;USA;PG-13;50000000;2.35;4,9;93%;22%;0
2806;London Boulevard;2010;Color;103;Drama|Crime;;;;;;;;;;;;4644108;;;;English;;;25000000;;5,7;15%;4%;0
2807;Secret in Their Eyes;2015;Color;111;Crime|Drama|Mystery|Thriller;0;Billy Ray;53;155;81;Julia Roberts;Michael Kelly;Joe Cole;8000;963;233;;20186;9941;digging a grave|grave digging|investigator|police|secret;English;USA;PG-13;19500000;2.35;6,2;78%;99%;0
2808;Snow White: A Deadly Summer;2012;Color;83;Horror;150;David DeCoteau;142;7;14;Maureen McCormick;Shanley Caswell;Tim Abell;458;383;317;;634;1549;reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole;English;USA;PG-13;1000000;1.78;2,2;54%;47%;0
2809;Johnny Handsome;1989;Color;94;Crime|Drama;;;;;;;;;;;;7237794;;;;English;;;20000000;;6,1;68%;68%;0
2810;Mao's Last Dancer;2009;Color;117;Biography|Drama|Music|Romance;0;Bruce Beresford;78;83;53;Bruce Greenwood;Suzie Steen;Aden Young;989;258;238;4806750;6091;1598;ballet|beijing|dancer|love|village;English;Australia;PG;;1.85;7,4;16%;79%;1
2811;Swingers;1996;Color;96;Comedy|Drama;0;Doug Liman;218;77;252;Jon Favreau;Alex D«∏sert;Blake Lindsley;4000;135;31;4505922;63951;4230;actor|black panties|cult film|friend|upskirt;English;USA;R;200000;1.85;7,4;21%;36%;1
2812;The Last King of Scotland;2006;Color;121;Biography|Drama|History|Thriller;0;Kevin Macdonald;162;252;351;David Oyelowo;Simon McBurney;Abby Mukiibi Nkaaga;1000;149;25;17605861;145580;1184;1970s|assassination|doctor|scottish|ugandan;English;UK;R;6000000;2.35;7,7;18%;3%;1
2813;Misery;1990;Color;107;Drama|Thriller;;;;;;;;;;;;61276872;;;;English;;;20000000;;7,6;6%;86%;1
2814;The Net;1995;Color;114;Action|Crime|Drama|Mystery|Thriller;0;Irwin Winkler;34;53;166;Ken Howard;Jeremy Northam;Ray McKinnon;649;327;287;50728000;48909;1725;chat room|computer|computer hacker|identity|identity theft;English;USA;PG-13;22000000;1.85;5,8;1%;50%;0
2815;Hardware;1990;Color;93;Horror|Science Fiction|Thriller;;;;;;;;;;;;5728953;;;;English;;;1500000;;5,6;27%;37%;0
2816;The Masked Saint;2016;Color;105;Action|Biography|Crime|Drama|Family|Fantasy;0;Warren P. Sonoda;28;9;15;Diahann Carroll;Mykel Shannon Jenkins;Lara Jean Chorostecki;426;294;131;123777;342;1043;;English;Canada;PG-13;3500000;1.85;4,7;94%;29%;0
2817;Opal Dream;2006;Color;86;Drama|Family;135;Peter Cattaneo;11;24;6;Jacqueline McKenzie;Vince Colosimo;Peter Callan;185;62;18;13751;813;299;friend|girl|imaginary friend|outback|town;English;Australia;PG;11400000;1.85;6,6;60%;22%;0
2818;Lake of Fire;2006; Black and White;152;Documentary;570;Tony Kaye;194;47;29;Noam Chomsky;Pat Buchanan;Bill Baird;103;2;0;23807;2143;105;abortion|southern accent|title based on the bible|trial|usa;English;USA;Unrated;;;8,3;20%;78%;1
2819;Eastern Promises;2007;Color;96;Crime|Mystery|Thriller;0;David Cronenberg;0;356;398;Viggo Mortensen;Naomi Watts;Raza Jaffrey;10000;6000;509;17114882;189249;17211;male pubic hair|pubic hair|russian|sex scene|turkish bath;English;USA;R;25000000;1.85;7,7;40%;42%;0
2820;Furry Vengeance;2010;Color;92;Comedy|Family;0;Roger Kumble;16;101;84;Brendan Fraser;Brooke Shields;Matt Prokop;3000;1000;734;17596256;12399;6327;animal|bear|land developer|real estate|real estate developer;English;USA;PG;35000000;1.85;3,8;33%;67%;0
2821;Heavy Traffic;1973;Color;76;Animation|Comedy|Drama;;;;;;;;;;;;1500000;;;;English;;;950000;;6,6;71%;73%;0
2822;New Year's Eve;2011;Color;113;Comedy|Romance;20000;Garry Marshall;0;200;134;Robert De Niro;Common;Seth Meyers;22000;988;307;54540525;66579;23456;expecting|kiss|new year|new year's eve|singer;English;USA;PG-13;56000000;1.85;5,7;64%;28%;0
2823;Mysterious Skin;2004;Color;105;Drama;;;;;;;;;;;;1524966;;;;English;;;0;;7,4;7%;67%;1
2824;The Godfather: Part III;1990;Color;170;Crime|Drama;0;Francis Ford Coppola;0;110;545;Al Pacino;Joe Mantegna;Bridget Fonda;14000;1000;889;66676062;267980;16949;1970s|family relationships|mob hit|opera|repeating history;English;USA;R;54000000;1.85;7,6;66%;89%;1
2825;Pirates of the Caribbean: On Stranger Tides;2011;Color;136;Action|Adventure|Fantasy;58000;Rob Marshall;252;448;484;Johnny Depp;Sam Claflin;Stephen Graham;40000;11000;1000;241063875;370704;54083;blackbeard|captain|pirate|revenge|soldier;English;USA;PG-13;250000000;2.35;6,7;94%;94%;0
2826;Thinner;1996;Color;93;Fantasy|Horror;0;Tom Holland;85;73;122;Joe Mantegna;Bethany Joy Lenz;Kari Wuhrer;1000;855;514;15171475;19805;2777;death|doctor|gypsy|judge|lawyer;English;USA;R;8500000;1.85;5,7;29%;25%;0
2827;The Woman in Black 2: Angel of Death;2014;Color;90;Thriller|Horror|Drama;;;;;;;;;;;;26501323;;;;English;;;1000000;;5;6%;86%;0
2828;About a Boy;2002;Color;101;Comedy|Drama|Romance;0;Chris Weitz;129;158;391;Sharon Small;Christopher Webster;Peter McNicholl;66;5;3;40566655;144021;74;boy|friend|imaginary son|single father|single mother;English;UK;PG-13;30000000;2.35;7,1;78%;16%;1
2829;Maximum Risk;1996;Color;101;Action|Crime|Mystery|Romance|Thriller;503;Ringo Lam;17;50;68;Natasha Henstridge;Zach Grenier;Paul Ben-Victor;900;246;218;14095303;15814;1634;fbi|fbi agent|mafia|russian mafia|twin;English;USA;R;25000000;2.35;5,4;82%;83%;0
2830;Christine;1983;Color;110;Horror;;;;;;;;;;;;21200000;;;;English;;;0;;6,5;52%;0%;1
2831;Return to Oz;1985;Color;109;Adventure|Family|Fantasy|Horror|Mystery;0;Walter Murch;181;56;208;Piper Laurie;Jean Marsh;Tim Rose;303;146;137;;19568;960;chicken|delusional depression|doctor|king|mysterious girl;English;UK;PG;25000000;1.85;6,7;61%;25%;0
2832;Shall We Dance;2004;Color;106;Comedy|Drama|Romance;0;Peter Chelsom;23;118;211;Lisa Ann Walter;Nick Cannon;Omar Benson Miller;1000;593;418;57887882;35508;2325;dance|dance competition|dance lesson|love|teacher;English;USA;PG-13;50000000;1.85;6,1;99%;57%;0
2833;The Tale of Despereaux;2008;Color;93;Adventure|Animation|Comedy|Family|Fantasy;0;Sam Fell;18;118;106;Emma Watson;Matthew Broderick;Frank Langella;9000;2000;903;50818750;31209;13403;book|darkness|dungeon|princess|rat;English;UK;G;60000000;2.35;6,1;82%;3%;0
2834;Ghost Hunters            ;;Color;60;Documentary;373;;;17;57;Amy Bruni;Steve Gonsalves;Jason Hawes;155;130;84;;5563;552;ghost|paranormal|paranormal research|shaky cam;English;USA;;;;6,6;97%;3%;0
2835;Firefox;1982;Color;136;Action|Adventure|Thriller;0;Clint Eastwood;16000;43;98;Clint Eastwood;Warren Clarke;Kenneth Colley;16000;281;216;46700000;19832;16805;fighter plane|jet fighter|refueling|russia|soviet union;English;USA;PG;21000000;2.35;5,9;47%;2%;0
2836;Fled;1996;Color;105;Action|Adventure|Crime|Drama|Romance;204;Kevin Hooks;114;36;29;Salma Hayek;Stephen Baldwin;Will Patton;4000;561;537;17100000;7073;6152;disk|floppy disk|mafia|prison|prisoner;English;USA;R;25000000;1.85;5,3;64%;11%;0
2837;Extreme Movie;2008;Color;76;Comedy;636;Adam Jay Epstein;0;14;35;Rich Ceraulo;Denise Boutte;Vanessa Lee Chester;387;295;227;;9560;1190;box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex;English;USA;R;;1.85;3,8;98%;22%;0
2838;Vertigo;1958;Color;128;Mystery|Romance|Thriller;;;;;;;;;;;;28000000;;;;English;;;2479000;;8;17%;72%;0
2839;Battleship;2012;Color;131;Action|Adventure|Sci-Fi|Thriller;44000;Peter Berg;532;377;751;Liam Neeson;Alexander Skarsg«ærd;Tadanobu Asano;14000;10000;627;65173160;202382;26679;box office flop|hawaii|naval|oahu hawaii|ship;English;USA;PG-13;209000000;2.35;5,9;22%;45%;0
2840;Me You and Five Bucks;2015;Color;93;Comedy|Drama|Romance;132;Jaime Zevallos;228;;;Angela Sarafyan;Jaime Zevallos;Michael Elian;310;228;134;;7;771;;English;USA;;1500000;;7,6;41%;14%;0
2841;Urban Legends: Final Cut;2000;Color;97;Horror|Mystery|Thriller;243;John Ottman;83;108;227;Loretta Devine;Joey Lawrence;Jacinda Barrett;912;786;579;21468807;13048;2682;film set|movie set|sequel|slow motion|urban legend;English;USA;R;14000000;2.35;4,1;76%;27%;0
2842;The Killing Fields;1984;Color;141;War|Drama|History;;;;;;;;;;;;34700291;;;;English;;;14400000;;7,5;58%;26%;1
2843;Gotcha!;1985;Color;101;Action|Comedy|Thriller;;;;;;;;;;;;8800000;;;;English;;;0;;6,1;4%;75%;0
